-4.8e-09	0	0	0
-4.6e-09	0	0	0
-4.4e-09	0	0	0
-4.2e-09	0	0	0
-4e-09	0	0	0
-3.8e-09	0	0	0
-3.6e-09	0	0	0
-3.4e-09	0	0	0
-3.2e-09	0	0	0
-3e-09	0	0	0
-2.8e-09	0	0	0
-2.6e-09	0	0	0
-2.4e-09	0	0	0
-2.2e-09	0	0	0
-2e-09	0	0	0
-1.8e-09	0	0	0
-1.6e-09	0	0	0
-1.4e-09	0	0	0
-1.2e-09	0	0	0
-1e-09	0	0	0
-8e-10	0	0	0
-6e-10	0	0	0
-4e-10	0	0	0
-2e-10	0	0	0
0	0	0	0
2e-10	0	0	0
4e-10	0	0	0
6e-10	0	0	0
8e-10	0	0	0
1e-09	0	0	0
1.2e-09	0	0	0
1.4e-09	0	0	0
1.6e-09	0	0	0
1.8e-09	0	0	0
2e-09	0	0	0
2.2e-09	0	0	0
2.4e-09	0	0	0
2.6e-09	0	0	0
2.8e-09	0	0	0
3e-09	0	0	0
3.2e-09	0	0	0
3.4e-09	0	0	0
3.6e-09	0	0	0
3.8e-09	0	0	0
4e-09	0	0	0
4.2e-09	0	0	0
4.4e-09	0	0	0
4.6e-09	0	0	0
4.8e-09	0	0	0
5e-09	0	0	0
5.2e-09	0	0	0
5.4e-09	0	0	0
5.6e-09	0	0	0
5.8e-09	0	0	0
6e-09	0	0	0
6.2e-09	0	0	0
6.4e-09	0	0	0
6.6e-09	0	0	0
6.8e-09	0	0	0
7e-09	0	0	0
7.2e-09	0	0	0
7.4e-09	0	0	0
7.6e-09	0	0	0
7.8e-09	0	0	0
8e-09	0	0	0
8.2e-09	0	0	0
8.4e-09	0	0	0
8.6e-09	0	0	0
8.8e-09	0	0	0
9e-09	0	0	0
9.2e-09	0	0	0
9.4e-09	0	0	0
9.6e-09	0	0	0
9.8e-09	0	0	0
1e-08	0	0	0
1.02e-08	0	0	0
1.04e-08	0	0	0
1.06e-08	0	0	0
1.08e-08	0	0	0
1.1e-08	0	0	0
1.12e-08	0	0	0
1.14e-08	0	0	0
1.16e-08	0	0	0
1.18e-08	0	0	0
1.2e-08	0	0	0
1.22e-08	-3.5584988743515e-17	5.0557624649907e-17	-2.83847519754e-19
1.24e-08	-1.2633555383324e-14	3.0045131135361e-15	-1.0753237863524e-16
1.26e-08	4.5701226623692e-16	2.6983262337916e-17	4.0132783025856e-18
1.28e-08	-4.17952435956e-16	1.2414177964169e-15	-1.3695421348379e-17
1.3e-08	4.1458024714089e-14	1.5395088866627e-14	6.4721023683484e-16
1.32e-08	-2.232643349132e-14	-3.0503719223347e-14	-4.8655602436646e-16
1.34e-08	1.6980722861299e-14	3.8809874502442e-14	5.7855292929158e-16
1.36e-08	5.3026623744304e-14	3.7308098720237e-14	1.0214268783008e-15
1.38e-08	-3.7585114900455e-14	-2.7253366900608e-14	-1.0072698254967e-15
1.4e-08	-2.906380213099e-15	1.5349990430775e-14	-6.7225531508014e-17
1.42e-08	1.496648281641e-13	2.8751561170804e-14	2.9352988146491e-15
1.44e-08	-2.366857085881e-13	5.5952088212143e-14	-4.9084257261279e-15
1.46e-08	1.0668537720617e-13	-6.2336110268601e-14	1.8531451941133e-15
1.48e-08	2.3824728222812e-15	-1.3627141500615e-14	1.7209797644961e-16
1.5e-08	1.9008565047671e-14	-1.7739428021921e-14	3.1451518357827e-16
1.52e-08	7.645921055597e-15	4.4591454707734e-14	2.6745210572538e-17
1.54e-08	1.5136119878599e-13	-1.8535192902381e-13	1.7360817236003e-15
1.56e-08	1.2783941453501e-13	5.6579018318322e-13	4.7314964421271e-15
1.58e-08	5.0114170708947e-14	6.3856543689636e-13	1.9266883910768e-15
1.6e-08	-8.1850244430718e-13	-9.6273595378481e-15	-1.3716279507655e-14
